title,review_text,username,date
This different approach of animation is simply mind blowing,"There have been so many spiderman films, each of which was cut off from a sequel and rebooted over and over. However, this could alone stand out to be a much better spiderman film in comparison to them all. Into the spiderverse takes you on a sci-fi adventure of multiverse, a spiderman film we have all been waiting for.

The animation alone stands out to be the best feature about this film. This new style of comic book animation is top notch and a must watch especially for comic book lovers. The efforts taken in creating and rendering this film was worth it. The film is innundated with so much of high quality design, byzantine animation, one can't take their eyes off the screen and even afford to miss a scene.

Even though it has a small run time to it, as most animated films do, this film offers a good character development and good storyline which is unpredictable at times making you shout out ""wow"" especially if you are a spiderman geek.

There is an adequate amount of humor. The humor is not forced at all, it has good one liners that makes you enjoy the film from the very beginning. Into the spiderverse is a fun, fresh take on the spiderman story filled with excellent quality content, brilliant animation, lots of humor and exciting action sequences.",lahejarishabh,2018-12-15
An Incredible Masterpiece,Stunning visuals and an engaging storyline combined to produce something amazing. This movie grips you and leaves you wanting more. I have never seen a movie quite like this before. This movie is simply an incredible masterpiece that has set the bar for animated storytelling.,jshines7281,2018-12-14
"A film for all peoples, except the Epileptic","I had my doubts when Sony said they they were making a new cartoon Spider-Man movie, considering their last outing was the Emjoi Movie.
The trailer displayed the artwork pretty well, but still I didn't want to get my hopes up. The reviews made it sound like the best Spiderman movie ever. So I went to the movie theater and watched it with my brother. And I was, in short absolutely captivated.

Miles Morales is a teen protege growing up in Brooklyn with a hard nosed cop for a dad, a loving mother and an uncle, Aaron who helps him explore his ambition as a graffiti artist. The problem is the new school he goes to isn't the life he's looking for, and he is doing all he can to get out of it, against his family's wishes.But that all changes when he meets three people: a girl in his class named Gwen Stacy, a 26 year old blonde guy named Peter Parker and a radioactive spider.

Because of a portal opened by Wilson Fisk, the dna of. Spider-Man attracts in alternate Spider-Ma.... i mean Spider-People, dragging them all into Miles' Brooklyn neighborhood. It's up to them, including a middle aged and cynical Peter, Spider-Woman, Spider- pig, and a depressed and grungy Spider-Man Noir, to stop Kingpin from using the portal again to rip a hole in the space time continuum.

But that being said, that doesn't touch a bit on how hilarious, how heart breaking, and how endearing the scenes can be moment by moment. The animation and concept art go hand in hand, and gives the film a high tech, pop art appeal like nothing the world has ever seen at this scale or skill. Words can't describe the way this movie moves and feels like the best comic book ever written.

I can't recommend this enough. Go watch this movie right now and you will not be disappointed But don't watch it if you have epilepsy or anything like that. It gets pretty flashy.",Dougliest,2018-12-21
Visually Beautiful but the Good Part of the Story is in Another Dimension,"It started of well and I knew by the trailer what I was going to expect. I was waiting for something beyond my expectation but when it became weirder it definitely became a lot weirder. If you have seen episodes of The Flash, this film's story feels like meh. Apart from the dialogues, it's definitely bad writing. The main character is completely clueless about being spider-man but when the writers need him to use his skills, voila!, he knows it all, like the back of his hand.

People who say this is the most visually stunning film they have ever seen are those who haven't seen films. All those who have given this a rating standing at 8 point something have been blown over the visuals of this film which is great but every film's basic foot lies in it's screenplay. This is sloppy writing. Aunt May being kind of Iron Man and all. There is a moment in every new super hero film where the hero falls short of confidence and then a few scenes or a lot of scenes later the confidence is regained. Here it happens in the very next scene. What a load of BS. Spider-man sticky web sticks to his hand easily and is a disturbance for him but it is conveniently easy for the villain to break that sticky web

And Nicoles Cage..Are you kidding me...His way of talking makes it irritatingly meme funny. Depressing. His character was a complete waste.

But definitely much better than Captain Marvel.
This film is visually stunning and the animation is excellent. Kudos to the animation artists. But the writers need to write better.",OnjiMooteDaMarle,2019-03-15
Spider-Man Into the Spider-Verse: And with that the Oscars lose the last bit of credibility they had,"Where could I even dream to begin on this one? An animated Spiderman film that sits at time of writing as the 41st highest rated movie on IMDB and won an Oscar? Who'd have thought such a thing was possible?

So the movie has been hyped left, right, center and diagonally, I've literally not heard one single bad thing about it but the facts mentioned above left me stunned! What could this possibly be to be heralded in such a way?

Telling the story of a young man who is also bitten by a radioactive spider and develops superpowers. Kingpins latest dastardly scheme is tearing the fabrics of reality apart and alternate universe versions of Spiderman have all ended up in the same universe. I'm sure you can work out what happens next.

So the animation style is a tweak on Pixar, it plays out like a comic book and call me weird but that certainly didn't work for me. The animation doesn't flow fluidly, it looks hokey, disjointed and I found myself frustrated by it.

The plot is a novel concept and I liked it, the delivery however I did not. Certain aspects make very little sense, sure it's a Spiderman film so I'm not supposed to think about it too much but I did and my conclusions were migraine inducing stupidity. Did I say stupidity? Oh the stupid doesn't end there sadly, I get the multiverse concept of anything is possible but their Spiderman variant choices were bafflingly dumb and what you'd expect from a Saturday morning cartoon not a blockbuster film!

It tries to be heartfelt, but comes across half-assed.
It tries to be funny, but comes across childish.
It tries to be action packed but the style of animation didn't allow it to be done justice.

Okay I'm slating the film right now so it probably sounds like I hated it, which I didn't. 6/10 is a fair rating and suggests its above average and it is. But I'm annoyed at the acclaim that's it's been bathed in.

8.6 rating on IMDB are you kidding me? And the Oscars have lacked credibility in my eyes for years because of their ridiculous bias and genre-snubbing but this right here is the last bit of credibility up in smoke. I'm not saying a superhero movie shouldn't be Oscar worthy, but this silly cartoon simply isn't (And neither is Black Panther but I'll resist the urge to rant).

Into the Spider-Verse to me is no different than all the straight to DVD Marvel and DC efforts we see a couple of each year. The only difference here is the animation style, nothing else sets it apart.

I just don't get the appeal.

The Good:

Some great writing

Great idea

The Bad:

Animation hardly flows

Unexpectedly silly

Plot holes that are unforgivably stupid",Platypuschow,2019-03-22
Highly overrated,Animation was great but it was a slow burn and the comedy definitely did not not stick I know this an unpopular opinion and I'm not just trying to go against the crowd but i honestly think it was overrated,Tangobaboon22,2020-02-20
Best Spider-Man movie EVER,"I Have loved the Spider-Man comics since being a kid, and have followed them for 40 years since. I can honestly say they have brought the comics to life.

It uses comic print type graphics while still having that clean HD computer generated look, giving the characters in focus superb colouring and life. At times the back ground was out of focus, i guess this is on purpose, but felt like badly edited 3D, but this didn't distract from the overall look at times it almost feels like a live action film.

It a fantastic storey which feels like its been ripped straight from the comics. It is jammed packed with the proper Spidey humour, and gives us the usual moral questions which makes up every great Spidey Character. There is great action sequences throughout, and you do get invested in the main characters emotional journey.

It has everything a great Spider-movie should have, but you get more Spidey for your $$. If your a fan of the whole Spider-verse thing have patience and wait till the end credits it is worth the wait.",blackcelica72,2018-12-13
Wow,I can't remember a movie when the soundtrack was THAT GOOOOD through out the whole film!,mara-ucelniece,2018-12-21
Sony I almost forgive you for 'The Amazing Spiderman',"Most avid moviegoers know that in order to find a truely great movie you avoid 2 things ; superhero blockbusters and Nicholas Cage. This movie happens to be excellent whilst falling under both of the above mentioned categories.
It had excellent rhythm and manages to speed through the Spidermans' overworked origin story.
Don't watch it if you're unable to appreciate the artwork.",dantenaidoo,2018-12-14
AMAZING!!!,BEST SPIDER-MAN YET!!! Stan Lee would be proud. BEST ANIMATED MOVIE OF THE YEAR!!!!,chachogamez,2018-12-20
"Good, average","The film is stunningly beautiful, I've read about the amount of human-hours invested in this film, and those people, indeed, deserve an Oscar.
However, on the other side: linear and one-sided characters, which are not properly introduced, and I still doubt, why some of them were in the film. Like, if you remove them NOTHING will change.
The last thing to say: I belive the film is overvalued. Yes, it is beautiful, new generation, so to say, BUT, I can't agree that this film has the right to stay in line with one of the best films in the World. It is always easier to draw a cartoon full of emotions than to show emotions of a real person.",thecanterburr,2019-03-25
Possibly the Best Spider-Man Feature Film Ever Made,"Growing up, I grew an appreciation for the character of Spider-Man that I've never been able to develop for any other comic book character. It was Sam Raimi's original live-action trilogy that hooked me and had me scrounging for more. Watching countless episodes of every cartoon iteration, and even starting to read a few of the comics, I found myself becoming a huge fan of this generational icon. Once Spider-Man 3 hit theatres, the character had lost all hope on the big screen, until Andrew Garfield took the role from Tobey Maguire, which didn't last too long, and also crashed and burned. Finally, he found his footing in the Marvel Cinematic Universe, played by Tom Holland, but none of that matters when watching Spider-Man: Into the Spider-Verse. Not only is this the best that this character has been in a while, but I believe there's a real argument to made that this is possibly the greatest feature-length film based on this character, period.

In this film, which is loosely based off of storylines that are very similar to how this movie plays out, Spider-Man: Into the Spider-Verse follows Miles Morales as he's bitten by a radioactive spider and develops the same (and more) powers as his hero, Spider-Man. After an event opens a portal, it's revealed that his universe isn't the only one. There are endless dimensions out there with parallel characters and creatures, all with similar backstories. From Spider-Gwen to Spider-Ham, this film explores the classics as well as the bizarre, which I fear will probably turn off some average moviegoers who haven't experienced these characters yet, but if you can't embrace a film like that, it's probably not for you anyways.

From the very first teaser trailer, I was very intrigued by the look of this film and how different it looked from most animated films out there today. With only a couple of notable films in Cloudy with a Chance of Meatballs and Arthur Christmas, Sony Pictures hasn't had the best track record in terms of releasing animated movies theatrically. Spider-Man: Into the Spider-Verse has given new life to that notion, because this isn't only the best they've ever produced in my opinion, but it's the best animated movie that has come out all year. The unique style leaps off the screen and made me find another layer to love, on top of the fantastic storyline and characters surrounding it.

Yes, the origin story of Peter Parker is the one that everyone knows. That is very much present here again, and nearly every one of these characters share similar backgrounds, but it feels as though the filmmakers expect the audience to be in on the joke of that. This movie is very meta at times, and it works very well if you're invested in the movie as a whole. At the emotional core of this movie is how these characters differ from one another and how certain circumstances can be worse than others. There are some fantastic life lessons to be learned by children here, and for that, I only loved this movie even more.

In the end, Spider-Man: Into the Spider-Verse impressed me on many levels. It gives you the Spider-Man action that you've come to expect from this character, as well as giving new life to it. The character of Miles Morales has just as many layers to his story as the classic Peter Parker one, but the inclusion of each one of the side characters here fleshes him out even more. This is one of the best superhero origin stories I've seen on the big screen in years. Filled with heart, emotion, plenty of action, and eye-candy as far as the eye can see, Spider-Man: Into the Spider-Verse is one of my favourite films of the year.",kjproulx,2018-12-11
The pig was too much,"I just wanna say the pig was too much :/
With another character it would be better",mrnajafi-22368,2019-08-05
Did not do it for me.,This movie is definitely overrated. And over hyped. I liked Miles and his father and his uncle and that part of the story. I didn't like all the extra superheroes. The story itself was lacking. Whatever this movie was it was not Spiderman. Did not do it for me.If everybody can be the superhero the nobody is really the hero. We don't have 10 Batman's 12 Supermans.,wessbess-1,2019-03-27
Wow,One of the best Marvel movies I have seen in a long time! Worth the watch and felt like I was in the comic. Great graphics and shout out to all the animators that worked on this film. The script was pretty awesome as well! :),sistermarysnow,2018-12-19
One Of The Best Marvel Films!,"I have to say I was completely blow away by this film. I wasn't sure how I was going to fill about a multiverse spiderman film and when I saw spider pig I thought for sure this move was going to be bad. Boy was I wrong this film had it all visually amazing, fantastic storyline and great soundtrack. This is an absolute must see film.",kcarriedo,2018-12-16
Cant convey it into words,"It is amazing there is character development, plot twists, compelling villain, relatable protagonist, unique comedy, drama, clear and unpredictable plot there all it is in this spectacular ride of a movie. My only issue is why is this movie felt so short while clearly this movie is 2 hours long.",theodoricsinarta,2018-12-15
One of the biggest movie of the year,"For the first time ever, Sony Pictures Animation presents to us a new movie that has the better critics like some movies of Disney/Pixar.",sorlando-15239,2018-12-15
This Spider-man was Amazing,This had everything from great art to great story. Nuff Said!,rjrflocas,2018-12-20
A franchise on drugs,"Most of us have dreams. Not the ones about having a billion bucks or getting that girl, but the night time ones. So most of us would agree that in that twilight zone our brain unleashes its creativity, no longer bound by the constraints of reality, and that allows us to dream the most crazy and amazing stuff. And most bizarre and incoherent also. Especially if there were some substances consumed beforehand.

In that sense, I'd agree with those who say that Spider-Man: Into the Spider-Verse is an animation film we could dream for. I'm far from the comic book culture, but even I can admire the visual style of this film, made so that any still out of it could actually pass for a real comic book's frame. That aesthetics is brilliantly done, no questions about it.

The rest of admiration, however, heavily depends on how much you are into TV cartoons, comic books and Spider-Man himself. This film loves to reiterate over and over again that it's based on an established universe, so there's an abundance of Spider-Man movie references and other allusions. If such things make you gasp in awe and maybe even shed a tear of nostalgic affection, you'll love it all. But for me as a non-Spider-man-acolyte, this soon became somewhat boring. I wanted to see something new, something unexpected.

And something new I did receive! In the form of a slapstick action multiplied by the pseudo-scientific stuff as grotesquely absurd as it was far-fetched. And I can clearly see how Sony was inspired by the likes of Big Hero 6 and its outright fusion of the Western and Eastern kid entertainment culture, and of Ant-man and even Dr. Strange and their abundance of moving colored specks and nonsensical words in lieu of common sense. The deeper we go into the Spider-Verse, the more bizarre it looks, feels and acts, until we're forced to accept that there are no rules anymore to cling to and that pigs can indeed fly, just as trains.

I do appreciate bringing a new stylistic vision into the world of full feature animation. But I can't say as much about bringing a popcorn bucket of LSD along with it, turning everything into a final battle from Final Fantasy, with its constant sparkle and rush and a muffled feeling that it used to mean something, but now you can't remember what exactly and it's way too late to stop and think about it.

It was a fascinating trip while it lasted, but praising it as something more than that would be like retelling your dreams to someone else: you'd end up realizing how little sense your words make and feeling embarrassed about the whole idea.",Semisonic,2019-03-10
The Best Spider-Man movie ever!,"Spider-Man: Into the Spider-Verse is one of the most beautiful animated movies I've seen and possibly the best looking superhero movie of all time; with its bright neon colors combined with its comic book asthetic, it creates a world unlike anything I've seen since the LEGO Movie.
The characters are all great. Miles Morales is a fantastic protagonist; understandably scared at the prospect of being Spider-Man, but excited to learn. His relationship with his father and Peter Parker are some of the most emotiinal scenes in the movie. Gwen Stacy is also a great supporting character, as are thr rest of the spider people.
The villains are fun and the action is jaw dropping.
It's also tear jerking tribute to Stan Lee.
This is the best Spider-Man movie by far.",mahmus,2018-12-21
Overrated and overhyped,Well this will hurt but I don't know why is this rated so high when it's pretty average story with a big help from animation part. I really loved the animation which was stunning and beautiful (similar to Your Name) but other than that it was pretty average superhero with same old stuff going on. Villain was my favorite part of movie and ofcourse Nic Cage. Maybe I'm missing something.,LinkinParkEnjoyer,2019-01-11
Gave me a headache!,The storyline was very good but the cinematography was horrible. I kept wondering whether the movie house had put up a 3D movie and forgot to give me 3D glasses. I left there with a headache and upset stomach.,mabreton,2019-02-09
Into The SpiderVerse,Absolutely AWESOME! Full length feature film. 2hrs of well written storyline with spider multiverse action. What's not to love? First 10 I've given in a VERY long time.,mykstro117,2018-12-15
Best Spiderman movie ever,"Sunny finally got it right. I've seen every Spiderman movie since the Saban era. My kid and I laughed so hard. The movie had a great amount of 4th wall break, and the movie had heart. I've seen it there times already. I'm going to go see it again tomorrow.",dehvious,2018-12-15
I give it 10/10 only because the highest score is 10,"On a scale from 0 to 10, this movie deserves a 12.
I have never seen an animated movie that mixes together 4 entirely different art style so well. Sony has truly produced a masterpiece. When we talk about comic book movies, we too often think of everything that MARVEL has produced in the past 10 years, but into the spider-verse reveal to us what a comic book movie can be and should be. This is a movie that's special as it is.",hbh-77851,2018-12-24
Best spiderman film yet!,This film is way better than all spiderman films upto date...the comic look given and everything about the movie was spectacular...recommend it strongly favourite movie of 2018,huskap,2018-12-14
One of the best Spiderman/Superhero movies to be released,"Amazing visuals, soundtrack, writing, plot, and characters all help to create an absolutely stunning film. Go see it.",muvbuff-45737,2018-12-15
"Excellent movie, the movie is make in the same way as the chronicles of Narnia and Monsters INC.","This mean that the story is original and It is created with a new project. Congratulacions, with an Excellent new project.",sorlando-15239,2018-12-14
It's a GREAT film,I don't really have anything to say. Just go and watch this film,NostalgiCake,2018-12-14
It was alright,I was jumping into this movie with good intentions but it was good at the beginning but just went downhill. All the deaths in the movie were not emotional at all to me. Overall an alright movie,samuellarson-98696,2019-04-13
Not for the average adult,"If you just want to watch this movie because its 8.5 and on IMDB's top 250, then stop right there. You will be baffled. Even if you appreciate the style as a change of pace of some sort, character depth and development is severely lacking, and the dialogue comes from the 8-ball of kid's screen writing.

On the other hand, if you're a kid, you'll probably find this very imaginative and fantastic, and it is, for that target audience. Even if you are a hardcore comic book fan, I can see this thrilling you.",cjs6547,2019-03-30
Nuff Said...,"This is the best animated movie I have ever seen and this can easily make it to top 3 spider man movies. The references, the style and the way how every character is shown with certain characteristics of their own dimension is beautiful! Powerful story with perfect amount of humor makes it better.

Must Watch Movie of 2018!",chetanx-34169,2018-12-14
The Best Animated Movie in Recent Years,This movie is hands down the best animated movie of the year. It's visually stunning and abosolutely gorgeous. Please go see this movie you will not regret it.,munsontroy22,2018-12-15
"Long live the Spider-Verse, just outstanding.","This is a straight up animated masterpiece. The animation style, the universe(s), the voice acting, the story telling, everything is amazing. I feel bad for the other animated films this year, because Into the Spider-Verse blows them all out of the water. It's hard to believe this is the same animation studio that made the smash hit The Emoji Movie. Spider-Man: Homecoming is still my favorite from the hero, but this one is not far behind. My only, tiny complaint is that the villains weren't very fleshed out, but with the multiple Spider men and women needing adequate backgrounds and screen time, I can easily look past it. This is a superhero movie for the typical fans or the oblivious viewer, creating the always beautiful message that anyone can wear the mask. We're all a lit bit Spider-Man.",EderR28,2018-12-14
Entertaining,"Fresh, funny and frequently bonkers, Into The Spider-Verse is an astonishing shot of cinematic superhero adrenaline. For such an over-familiar character, somehow, this feels original and entirely new.",arishsankar,2018-12-14
Hands Down Best Animation Movie,"Animation 10/10
Story 10/10
Direction 10/10
Script 10/10
Imagination 100/10

Loved it....",vikhyat-verma,2018-12-15
The best Spider-Man movie yet!,"I was impressed from the get-go with the trailer, and the movie delivered quite well!

It's beautiful to watch, and the comic book style graphics are simply awesome! With several super-hero movies a year, I know this is the movie I'd remember from this year!

This is a masterpiece with a nice balance with music, graphics, story telling and thrill. Post-credit scene is fun and Stand Lee cameo couldn't melt our hearts more!",ayeshlive,2018-12-15
Very good film,This film is very good. Best Spiderman Film. I like this film,ulaccbaslican,2018-12-15
Overated,"Very overrated movie. All protagonists are repulsive.
Villains are poorly executed, specilally kingping who looks like gigantic meatball. He is not scary or formidable at all. Graphics look like experimental videogame. 6/10. Allmost all of high production value computeranimated movies are better than this.",saatio88,2019-05-03
Great cast and story but,"The animation at times is so choppy that it makes Superfriends and other Hanna Barbera cartoons seem as fluid as a Pixar movie. ""Well it's supposed to be choppy to copy comic books"" is a terrible excuse for them to cheap out on the animations. The movie would be 100% unwatchable if not for the cast and them actually putting money in to the action scene animation.",oteris-13129,2019-03-25
"My expectations were high for this film, it managed to exceed them.",It's just really good. I can't even describe how amazing it was. Go see it. Now!,jowen-09503,2018-12-18
Refreshing!!! Watch this film.,"Caught the unlimited screening on the Friday and it's safe to say I will be going again! After watching every Spider-Man film to date, and tirelessly rewatching the origin story twice over (Uncle Ben), I was really torn when I seen they were releasing yet another Spider-Man film, but everything they've done with this one is perfect. It's completely set apart from all the others and gives new take on the spider-verse, if you like. Fresh story, fresh character personalities and great animation, go watch, you will not regret!",nmn1994,2018-12-07
Wow.... I don't even know how to react!!,"Okay, I can only say I'm speechless.... I loved it and would definitely buy the Bluray.

Best marvel movie so far.. Beats every spider -man movie easily.",tripaditya-80289,2018-12-19
What's better than one Spidey? Six Spideys of course!,"Spider-Man: Into the Spider-Verse tells the story of Miles Morales(Shameik Moore). When Miles becomes the Spider-Man of his universe, he meets various versions of the wall-crawler from parallel universes. Now, all the Spideys must team up to put an end to a danger, that could alter reality in terrible ways.

Spider-Man: Into the Spider-Verse is a mind-blowing film. Directors Bob Persichetti, Peter Ramsey, Rodney Rothman & writer Phil Lord, have given us the best big screen adaptation of Spider-Man & that's saying something. I love the fact that this movie, makes us feel nostalgic about the previous big screen adaptations of Spider-Man. The animation is awe-inspiring. The comic book format of the animation is unique & is perfect for one of the most loved comic book characters. The 3D is amazing(watch this film on the biggest screen possible, preferably IMAX). The action set pieces, the humour & the emotional scenes are perfectly balanced, throughout. The voice-over work is unforgettable. Shameik Moore is spectacular as Miles Morales. Moore brings that much needed vulnerability to his character. Jake Johnson is outstanding as Peter B. Parker. Hailee Steinfeld is brilliant as Gwen Stacy. Mahershala Ali is perfect as Uncle Aaron. Brian Tyree Henry is excellent as Jefferson Davis. John Mulaney, Kimiko Glenn & Nicolas Cage are awesome as Spider-Ham, Peni Parker & Spider-Man Noir, respectively. Kathryn Hahn & Liev Schreiber are superb as Doc Ock & Wilson Fisk, respectively. Lily Tomlin, Luna Lauren Velez, Zoe Kravitz & Chris Pine are great as Aunt May, Rio Morales, Mary Jane & Peter Parker, respectively. Everything about Spider-Man: Into the Spider-Verse is jaw-dropping! A must watch. Swing by your nearest multiplex, immediately!",Anurag-Shetty,2018-12-16
Best Spiderman movie yet hands down!,What a beautiful film for Spiderman. Animation was incredible. Character depth was fantastic. Such a great story which had me glued to the screen from first minute to last. One of the funniest movies I've seen in the whole of 2018. Sony have had some misses the past few years but this movie is certainly a hit!,aodhanmulholland14,2018-12-06
Better than sand and Water also.,"Guys If you are thinking to watch between two then this may be helpful
It is a drama,action,non-romance,critics and better story.",saqibgujjar-16011,2018-12-16
"Good start, but then...","Started off ok, but I'd say slow-going for me. Then I honestly got lost at some point in the movie, not sure of what was happening. I must admit, if I fell asleep, I did certainly cease following what was happening at some point.",seuntobi,2021-01-16
A real comic book movie!,"I'll start by saying that I didn't have high expectations watching this movie but it was so much better than I thought it would be. I was entertained from the first minute to the last. They did a real good job and I chose to write my first review because of it.

The only problem I had with the movie was at times it would look blurry or the picture wouldn't look great but I was watching in 2D and think 3D may be better. I never watch movies in 3D but I was thinking of watching this one again in 3D just for the graphics. I believe it's a must watch, especially if you like Spider-Man and the comics.",mashriqik8,2018-12-14
Style over substance.,"Let's get the obvious out of the way. This film looks stunning for 90% of the 100min runtime. I will say however that the editing is so sharp and quick, that I thought I was going to have an epileptic fit! Also it played on the 3D blur that the old red and blue comic strips had, which sometimes made me slightly troubled as to whether I was in a 3D showing with no glasses!

The story was half decent, especially around Miles and his family. I thought his relationship with his uncle was particularly a strong point. No spoilers here though!

As for the rest of the movie, I once again will reiterate that Spider-Man in general is feeling exhausted. No matter what is done with the character whether it's Miles or Peter. We have been watching these characters since Toby brought him to the big screen nearly 20 years ago, being rebooted over and over. It's wearing thin for sure.

Thank god this movie had a lot of style.",scottspurs,2018-12-29
Sumarizing pros and cons,"If you love extreme visuals, they you will probably like this movie.

Otherwise, they will probably be irritating, seen as over-stimulating

If you agree that Hollywood will take a classic character and turn him black or female (e.g. Female spidermen and Octavious) instead of making new ones, then you will like this movie. If not, then you will dislike it.

If I speak the truth, vote this up.

As for me, there was some funny humor now and then, and okay storytelling, but did not enjoy it that much, nor particularly the attempt to DEI/feminist another classic movie, instead of new stories and new characters, but going against the mainstream is fighting against the tide. The entire multi-verse plot was wholly a way to create a structure for this as well.",greenburg-eran-783-704993,2025-04-20
I can't believe it's masterpiece,What an amazing movie each scene of the movie awesome ...watched in Pakistani theatre,saqibhameed,2018-12-20
A modern animation masterpiece. A genuine game changer for both animation and comic book movies,"Rishi Joe Sanu was watching Spider-Man: Into the Spider-Verse.
8 hrs ·
I'll run out of superlatives describing how good this movie is. Not only is it already my favorite best comic book movie but it may even be one of the best animated films I've ever seen, rivaling Pixar's best. The animation pops and brings comic book pages to life right down to the 'Kirby Krackle'. Animators have attempted this unique blend of 2D and 3D animation styles that just work wonders in translating the comic book feel to motion unlike anything before. A very visionary alternative to the 3D Pixar style that has become the industry standard since Toy Story back in 1995. It's even psychedelic in parts. They've done some clever use of dialogue boxes, thought bubbles and transitions that are unique to comic books. Every single frame is brimming with Spiderman references ranging from iconic to those obscure deep comic book lore. The screenplay is crisp and sharp too. I'd totally be okay if the current live action superhero boom ends with Avengers 4 next year (just because I'm already committed) and shifts to this format going forward. #IntotheSpiderverse is an innovative, kinetic and endearing masterpiece. If you have the option to watch only one movie this holiday season then pick this one.",rishijoesanu,2018-12-16
Spidey always find a way to get back up...!!!,"I'm going to review this movie first, for those people who aren't psychotic about Spidey or comics.
There is enough humor, action, dazzling visuals, drama, and most importantly... H E A R T in this film for FOUR MOVIES. If you like any of the aforementioned characteristics, you should go see this movie on the largest screen possible.
Now, for my fellow fans of the wise cracking wall crawler....this was a dream come true!!! All the character variations....all the classic villains....a nod to the TV shows, a nod to the previous films, a very touching dedication to @therealstanlee and Steve Ditko, all while telling an original story that was an absolute BLAST to watch.
I LOVED THIS MOVIE IN EVERY WAY! 10 out of 10.",Kcpjhp,2018-12-16
