title,review_text,username,date
"Sweet dreams, everyone.","Well, it's finally over:  Peter Jackson's adaptation of J. R. R. Tolkien's mediocre epic concludes with  *The Return of the King*, a 3-1/2-hour test of endurance.  How many times can a movie show Elijah Wood's big blue eyes welling up with tragic tears?  how many times do our heroes single-handedly dispatch thousands of evil creatures apiece during big battles?  how many times do we have to endure the jokes from that hairy dwarf?  how many times must Howard Shore's repetitive, sappy score rise to deafening levels whenever a minor character lies in a broken heap on the battlefield?  how many times must director Jackson waste his wide screen photography with gigantic close-ups of the actors  (I haven't seen so many BIG HEADS since the last Academy Awards broadcast)?  how many times must we withstand grand, cartoon-animated armies? . . . and how many more times must we watch plot developments that contain virtually no suspense??  (What -- did you think the Dark Lord would win?  that any of the main characters of the Fellowship would actually die?)

Apparently, many MORE times, because this 3-1/2-hour trudge is but the appetizer to the main course of the  ""Extended Edition"", New Line's continuing money-grab that will reveal perhaps a FIVE-HOUR version of this movie alone.  (Taken all together, *The Lord of the Rings* -- The Extended Version -- approaches the length of 14 hours, give or take.)  Well, as P. T. Barnum once observed, There's a sucker born every minute, and New Line has found the suckers, who are not only willing to pay at the movie theater, but are also only too willing to fork out exorbitant amounts for  ""special editions""  of movies that ought to have stood on their own -- AS RELEASED. A simple standard should obtain in a movie theater:  what you're seeing on the screen should be what a director wants you to see.  ""Extended-edition DVD's""  don't count, and especially should not be taken in consideration in reviews by either professional critics or by amateur reviewers at places like IMDb.  I can already hear the defenders of the films demur, ""But these movies would've been too long if Jackson didn't cut them into shorter versions!""  But that's precisely my point.  *The Lord of the Rings* remains an unfilmable book:  it's too long; it's too unwieldy.  As far as an adaptation is concerned, none -- not less -- would be more.

Which is not to say that there aren't any great filmic moments in *Return of the King*:  the lighting of the watch-fires along the mountain ranges is pure cinema; the entire scene with Frodo and Sam fending off a giant spider in a cobwebby cave is terrific, providing the one suspenseful stretch in the entire movie; and Gollum remains a wonderful creation, a rare successful collaboration of technology and old-fashioned creative virtues.  Taken as a whole, the movie is better than, say, *The Matrix*  or other expensive Hollywood blockbusters of the  ""action-adventure""  genre.  But to say so is not to say much.  The occasional high points don't constitute a comprehensive whole, or make Tolkien's saga any less silly.  It's a book about magic rings, wizards, Dark Lords, and dwarfs, for God's sake.  In *Return of the King*, there's a scene in Minas Tirith where the citizens watch a sad parade of soldiers go by:  but it's comical, because everyone looks like refugees from a Renaissance Faire.  It doesn't do to inflate this material to cosmic levels.  Claims that Tolkien's fantasy was the greatest book of the 20th Century truly make my head spin:  what, was  *Ulysses* chopped liver?  What was the second greatest book -- Stephen King's  *The Stand*?

Pardon my long-windedness, but the very subject inspires it.  I'll wrap by lamenting that one of the better elements in the first two installments, Christopher Lee as Saruman, was a victim of the cutting room floor.  Even fans of this material might agree with me that any number of the scenes with Frodo and Sam blubbering at each other would've been better replaced with a coda to the Saruman plot-line.  While others may say, ""Well, he'll be in the Extended-Edition version,""  I'm sure that will be cold comfort to Mr. Lee. At least Saruman was a villain we could sink our teeth into:  in *Return*, we must instead settle for that damned Eyeball atop that tower.  Granted, in this film the Eyeball has developed the power to sort of roll about, rather like a lighthouse lamp,  but it's still a pretty lame villain.  Here, perhaps more than anywhere, Jackson reveals the limitations of his source material.  In the book, as I recall, Sauron's Eyeball was really more of a psychological entity.  Grasping for any straw, Jackson has made the Eyeball a concrete reality, so that we would have SOMETHING to identify as a villain.  But don't fret:  Sauron's Nose will doubtless turn up in the Extended Edition.  In the meantime, sweet dreams, everyone.",FilmSnobby,2004-01-04
Five out of five decapitated orcs,"This is the final movie in the Lord of the Rings trilogy, and certainly doesn't disappoint like some other trilogies *coughMatrixcough*. The three films had their principal shooting all done at the same time, which lowers their overall costs and keeps a good sense of continuity for the films.

The special effects, first of all, are excellent. While there's a few little things (a reversed shot with smoke flowing back into chimneys and occasional lighting that's a bit off), by and large they're excellent. The most impressive thing about them is the sheer scale. This isn't a small or simple scene; it often includes thousands of digital characters combined with filmed actors and action, sweeping landscapes, and dozens of things happening at once. This is a good reason to see it in theatres; even on DVD, there's little details that you can only catch when it's on a massive screen.

The filming is good, although there are a few evidences of digital smoothing and cutting that can nag at the mind and eyes of a picky movie-goer. There are a few interesting shots, but most are fairly plain and straight on, getting the point across without being dazzling. New Zealand's landscapes provide a great backdrop for everything going on, and there really are some beautiful places, especially up in the mountains. I hear land prices are quite good, what with the orcs warring and everything, so you may want to look into real estate purchases now.

Sound has been said to make 75% of the emotional impact of any production. This is a loud 75%. All the sound effects are very well pulled off, sound appropriate, and are generally loud. The Nazgul screeching was bordering on painful, but in a good way. Most everything has a distinct sound, and it's rare that anything feels out of place. In some of the battles, the roof of the theatre was shaking. The soundtrack fits the movie well, and Howard Shore has done an excellent job, as with the last two films in the series.

Performances all around were good, but Sean Astin as Sam and Viggo Mortensen as Aragorn really dominated the film. They performed their roles perfectly, and came away giving a good picture of the characters. Elijah Wood seemed to be stuck with the same terrified expression on his face through most of the movie, almost Max Payne-style, and it grew old quickly. Ian McKellen, the ever-wise white wizard, had a fair bit of dialogue which he delivered well; my only complaint is he had too much in the way of wistful sayings leading to scene changes. Orlando Bloom, favorite of young teenage girls everywhere, had a few more action sequences (which got cheers from the aforementioned girls) which were quite well pulled off, but his acting wasn't much tested by this film. John Rhys-Davies continued with Gimli's joking performance; he's really too amusing to take seriously, but does a good job at it.

For the old Tolkien fans, this movie stays quite close to the book, although they did have to omit some portions, most notably the taking and retaking of the Shire and the time spent in the Halls of Healing in Minas Tirith. Hopefully some of this will show up in the Extended Edition on DVD. Shelob's attack was left until this film, and much of the time spent in Mordor was shortened for the sake of pacing, and it was a good decision.

My favorite scene would have to be the battle at Minas Tirith. The incredible scope of the battle, with the special effects, sounds, and many close-ups of pieces of the action, make for an exciting scene. The visual effects especially are stunning; the 'oliphaunts' play a big part in the action, and they're entirely created by computer. There's also some wide shots with tens of thousands of digital characters marching on the field of battle, and even the individual actions have the masses warring as a backdrop. It's worth your movie-going dollar simply to watch this on a large screen. It was also intermingled with some smaller events inside Minas Tirith, so it's not pure battle for the whole of the scene, and it keeps it from being dreary or heavy-handed.

Overall, this is a movie well worth watching, and even paying to see in a theatre. I'd recommend against bringing small children, as there are some scary images, and they'd also be a distraction during the final movie in what will probably remain the series of the decade. Not a particularly great date movie, either...this is a real, bring-your-friends big movie. Five out of five decapitated orcs (and trust me, there were a lot more than that).",eviltimmy,2003-12-20
BEST TRILOGY EVER,"In my opinion,this is one of the best movie ever, maybe the best.",marianstelian,2020-12-25
"Good, but less enjoyable than its predecessors","First, let me say that I did like ""Return of the King."" It's a special effects masterpiece that is destined to become a classic, along with the first two installments in the ""Lord of the Rings"" saga.

But, to me, it was far less enjoyable than the first two films, the second of which was the best of the three. 

""King"" was far too long for what it had to say. And the ending (or should I say endings) really disappointed me. I kept waiting for the film to end, but it just kept going on and on. There were at least four times that I thought the film was over, but then the next scene would fade in. It would have been a much better ending if the film had finished with the resolution of the final battle, and then showed the denouement as a montage next to the closing credits. It would have removed about 20 minutes from the overly-lengthy film and would have made the ending less of a ""cut-and-paste"" style.

So I'll give it a solid 7. But to me, it has been seriously over-rated by both fans and critics. I'm surprised that more of the critics, at least, haven't picked up on the weak ending.",jerrywilson,2003-12-29
My brief review of the film,"The third and final part of the Lord of the Rings trilogy, this is an entry that is once again visually impressive to the point of perfection, but also once again with little substance. Nevertheless, the film is to able better its predecessors in two key areas. It is less monotonous than the first two, and the characterisation is better than in the first two. However, by now better character development is of no use; the story has developed much too far without effectively involving the viewer. It is almost like a pretentious effort to suck in the viewers in the final part who were warded away earlier on by poor character development. Another point worthy of noting is that it is not overlong this time – that would be an understatement. It is severely overlong. The producers just do not know how to end a film. There are so many points when you think you have reached the closure that the whole last half hour is completely anticlimactic. To look at the films in perspective, they are all of about the same in quality, which is no surprise: they are just different cuts of one long film. All are above average films, as they have interesting technical elements. But they are not successes, because the writing is not up to the standard of the other aspects of the film. Adapting to the screen Tolkein's story was a massive task, and it did require a lot of effort, but what one looks for when assessing a film is was it successful? Film critique for me is about rewarding success – not how much effort one puts in. It is impossible to deny how much effort the whole cast and crew went to in order to produce this spectacular looking film, but they only ever half-succeeded in capturing the magic of Tolkein's tales.",sol-,2004-01-08
Absolutely Awesome!,"It's difficult to process something like The Lord of the Rings: Return of the King: Its very nature defies comparison.

There has never been a cinematic endeavour based on a more daunting...or more beloved...literary work. There have never been motion pictures of the magnitude undertaken by co-writer/director Peter Jackson and his production team. The Lord of the Rings movie trilogy will endure forever as one of the most bold and audacious enterprises in the history of cinema. It is, quite simply, a seminal event. Other projects (for example, a movie filmed in space) are already being considered and may someday be attempted. They may challenge LOTR's logistical complexities (or, at the very least, present a comparable set of obstacles), but it is unlikely the numbers of people involved or the sheer duration of the creative process will ever equal this effort.

Jackson & Company have made believers out of millions of readers who doubted the works would ever enjoy respectable translation into a more ""mainstream"" media. They have changed the way production models are approached for large-scale projects. They have forged what may well be the premiere visual effects house in the business (WETA Digital). They have raised the bar for all filmmakers to follow, and reminded millions of jaded moviegoers of one simple truth: Love, attention, and genuine dedication to (and appreciation of) one's material can overcome inconceivable obstacles, and always...always shows on-screen.

And now it's over.

With the longest running time of any film in the cycle (early indications suggest next year's extended DVD cut will clock in at over 4 hours long), RotK is an all-out assault on the senses. There are times when it is simply impossible to take it all in: Armies of hundreds of thousands clash beneath towering war beasts as deadly, dragon-like bird-things strafe hapless victims on the ground. Mountainsides erupt with pyroclastic fury as lava flows labour to engulf our heroes. This film is off the hook, gloriously so.

In tone and ""feel"", RotK rests comfortably between Fellowship of the Ring's penchant for character-centric drama, and The Two Towers' colder, more mechanical ""war movie"" approach. What we end up with, is, in essence, an emotionally charged war movie sprawling in scale yet intimate in heart, its effects are frequently overpowering.",Tlong98,2016-05-02
WHY IS THIS ONLY 9.0???,"I don't think I have to.repeat this sentence. This movie is perfect. And when I say perfect, I mean PERFECT! The word masterpiece is an understatement for this work of art. Although the Battle of Helm's Deep still is the best battle to ever exist in a movie in my opinion, this is BY FAR my favourite movie. This should be an 11/10 and should be at least at 9.2, so go help this piece of art to get what it deserves, a better rating!

The End (and I mean every end) is wonderful, the fact alone that there are several endings inside the ending is mindblowing. Even when the credits roll, it's epic and just pure greatness.

I love this movie and you should love it too!",PoIFanboy,2024-11-20
The problem with imagination,"Overall, I am disappointed, though not surprised, by the negative criticism of this movie. Indeed, this criticism exceeds the offering of alternative viewpoints and the expression of other cinematic possibilities and sinks into the realm of bitter invective. So many armchair critics are currently competing with avid Tolkien, Jackson, and movie fans alike in order to espouse the ""true"" value of Peter Jackson's landmark movie trilogy. For it is a landmark event in cinema history based on its sheer size and careful attention, praise and evisceration apart. The issue that greatly irritates me and pushes me to write is that many of the negative reviewers on this website have such limited room in their imagination that they cannot conceive of a world outside their own narrow framework. I find that a most sad reality in light of the legacy of Tolkien, Jackson, and all good story-tellers -- to create, to engender, and to nourish the growth of any and all imaginative ventures.

The problem with imagination is that it is an individual event, a unique subjective experience that a single person experiences completely alone. Those who enter into the realm of Art, Fiction, Fantasy, and any degree of Story-telling agree (willingly or no) to take that personal act of creation and primal nature and share it with the community of human beings, each of whom has his or her own imaginative context. It is a bold act of sacrifice, self-confidence, and faith (spiritual, one could argue) to thrust the contents of one's subjective reality into (to borrow from Douglas Adams) the Whole Sort of General Mish Mash. People who do so deserve respect for the mere creative act, the ability to foist forward what they believe is true. From Homer to Bill O'Reilly, this concept of personal creation, what Tolkien called Sub-Creation, is the essence of modern human existence, and we owe it to each other to respect the right to creation history has granted us.

Therefore, in defense of both Tolkien (whom some on this website have maligned) and Jackson (whom many have maligned), I forward that both are imaginative creators in their own right, with different and completely acceptable offerings to the world. Those who cannot tolerate either for ""mediocre writing"" or ""atrocious film-making"" should offer forth their literary or cinematic offspring instead of cunningly-worded diatribes of their deep dissatisfaction with all that does not conform to their inner reality. Then, we few who believe in and trust the creative ability of all will be able to see how those critical inner realities (so authoritative in exposition) match up with the rest of our perceptions.

Tolkien was an enormously talented, intelligent, and imaginative man, one whose stories, though unpolished by experience, still managed to attract a worldwide audience and devoted following with their luster. Jackson's movies took the sheen and inherent value of Tolkien's stories and placed it in a visual medium, a place where fans of LOTR could witness and love the events and people they held so dear. Of course Tolkien's story is imperfect; of course Jackson's movies aren't as full as we wish them to be. Their great successes are that they still manage to capture our imagination, to move us, to take genuine truth and isolate it in a world outside our ken, a place where we see ourselves better against a foreign backdrop. Both have created and done so masterfully, with the intuitive grasp that is termed ""genius."" Tolkien would have had much at issue with Jackson's movies, where plot incongruities, lapsed character development, and visual splendor overshadow the philological and melancholic overtones of his book. Jackson admits he finds much at issue with Tolkien's book, including a lack of clear character motivation, extended and largely extraneous dialog, and heightened language not suited for Hollywood. But Tolkien, despite his perfectionist griping and loathing for any film version of his book, would respect Jackson for continuing the act of creation, for taking his modern-day mythology and spreading it to as many people as possible. Jackson has taken the beauty, the scope, the complexity, the richness, and the loss that permeate Middle-Earth and shared those leitmotifs with the world. Tolkien's characteristic ""niggling"" would have prevented any such attempt (even Jackson's), but in the end, his heritage lives on in beautifully conceived and executed films.

I do not ask others to stifle their opinions of this movie or any other. Indeed, continue to express the direst and bleakest of your frustrations with the creative power of others, as it may lead you to actually do some creation yourself. Remember though, that the great evils of history, from Satan to Hitler to Sauron, are never capable of creation -- only twisting, mutilating, mocking, deforming, and misapplying. Be open to the vision of others and what they have to offer, especially when that offering comes in the virtuosic shape of Tolkien's writing or Jackon's movies. Look for the True in the Secondary and how it manifests itself everywhere once you recognize it.

This movie receives a 10 from me because it not only maintains incredible faithfulness to Tolkien's themes (and yes, events may deviate in completely separate and dissimilar media) but it asks intelligent viewers to look deeper into the circumstances of its own creation and beauty. From the loyalty of Sam and the weight of epic history to the sacrifice of Arwen and the never-completely-won nature of war, Jackson's movies capture the essence and heart of Tolkien's tale, with the benefit of the director's own imaginative fruit as well. The world owes Mr. Jackson its gratitude, as he has created another world and another reality that so many can, do, and will cherish.

One final word: There are few who would not rather be wandering in a far green country rather than dwelling in their own Circles of the World.",OboeSaxIII,2005-01-22
LOTR ROTK Review,"After the last two Lord of the Rings films, the journey of so many heroes has come so far, and it all leads up to this. Darkness falls upon all of Middle-Earth. Huge armies of orcs march upon the kingdoms of men. The One Ring comes closer to its evil master. Could this be the end of the world, or the start of a new beginning? This final chapter in the film series starts off with an incredibly moving sequence: the heartbreaking tale of Gollum's origins. From the on, it picks right back up where the last films left off, chronicling the journey of Frodo, Sam, and Gollum as they tread in dark and dangerous territory, combating orcs, one giant spider, and ultimately themselves as they approach the threshold of Mount Doom. At the same time, the film presents some of the biggest and most epic scenes ever committed to film: the Battle of Minas Tirith. It is a huge spectacle that fills up the entire screen with thousands and thousands of orcs, men, war machines, lumbering beasts, Nazgûl, cavalry, massive elephants, and even ghosts. It is a long struggle that fills up most of the movie's runtime, but it's always awe-inspiring. As if that's not enough, the film then brings the battle to the gates of Mordor, for one grand climax. Even in the calm before each battle, the film remains as captivating as its predecessors, thanks to its style and storytelling prowess. If there's anything to truly complain about, it would be the lengthy denouement. Overall, however, the experience of The Return of the King has never failed to invoke feelings of awe.

At this point, the characters of the film are well-established and intimately familiar, but the film does take its time to explore more of the familiar faces and elaborate on fresh new characters. They all come together to contribute to the multiple conflicts, tying every strand of the plot to one epic climax; it's a sublime union that makes everything in the three movies relevant, and provides satisfying closure all around. Many liberties are taken from the original novels, but for the big screen, it works to generate the best possible spectacle and make the plot work evenly. Themes of war, corruption, addiction, good and evil, and adventure all prevail.

As before, this film is crafted with excellent photography and editing. All the major players return and contribute fantastic performances in their respective roles (especially Viggo Mortensen, who stands out more in this film than before, but it is always a pleasure to watch Ian McKellen as Gandalf, along with the rest of the fellowship and all their allies). Writing is superb. This production boasts some excellent sets, props, and costumes. Special effects are huge; at its time, it was most groundbreaking for generating the biggest armies ever seen on screen all at once. Despite aging a bit, the effects are still impressive. Howard Shore's music score is as masterful as ever.

Return of the King delivers the best possible payoff for the Lord of the Rings trilogy (and it might even outshine the Hobbit saga in the end). Not only does it boast some of the biggest battles, but it is also a film with power and beauty. It has cemented itself as one of my all-time favorites (was my number-one favorite for quite a few years), and the Lord of the Rings saga overall remains one of the most sublime marriages between spectacle, storytelling, and style.

If you watch the Extended Edition of this film, you will be treated to about an hour of bonus scenes, which offers a lot of excellent substance. Among the additions, there are longer battle scenes, a scene showing the fate of Saruman and Wormtongue, an extended encounter with the Army of the Dead, a parley with the Mouth of Sauron, and more. I think most of these scenes are really awesome, and this version of the film is definitely worth seeing.

5/5 (Experience: Perfect | Story: Perfect | Film: Perfect)",Al_The_Strange,2014-04-06
The journey and the destination are both well worth the investment of time,"I haven't read anything by Tolkien. It is a great credit to these movies that you can watch all three without needing to have taken in the novels beforehand. This is an excellent end to an incredible trilogy. The plot is engaging from start to finish, and this moves rather smoothly, with great pacing. This is funny several times, and there is very little of the annoying(and still easily ignored) comic relief. I am thrilled to see Gollum turn out to be such a richly detailed and thoroughly developed character. The meld of live-action and CGI elements is perfect. You forget that not everything you're seeing is really there. The effects are impeccable, in general, and the imaginative designs, and boundless creativity are amazing. Creepy and dark, this isn't actually depressing, in spite of many gloomy moments. The battle sequences are intense, well-choreographed and awesome. This has astonishing editing and cinematography, and has a marvelous look. The acting doesn't let you down at any point. There is a lot of scary and disturbing content in this, and it might be too much for children. I recommend this to any fan of the fantasy genre, and, really, everyone who enjoys an appreciation for the medium of film. 10/10",TBJCSKCNRRQTreviews,2009-12-27
The great film saga of our time.,"The Lord of the Rings is without doubt the most epic and staggering film undertaking of all time. How Peter Jackson pulled it off I will never know, maybe he used one of Gandalf's enchantments! Rarely throughout the 12 hour epic is there a bad scene or a dull moment, every scene has had so much thought and hard work poured into it. From the writing, to the production crew, to the acting, to the scenery,to the music (oh god I love the music)and just everybody's determination to pull this near impossible feat off, even fantasy haters would have to admit their amazement. Never has a movie given me so many spine tingly moments and scenes of such beauty that they nearly push me to tears. Peter Jackson seemed so blessed with good fortune, (Viggo Mortensens' last minute replacement says it all), it was as if the spirit of Tolkien himself was guiding it along. As I see this as one whole movie, I won't be reviewing just 'The Return of the King'.

I saw the first film 'The Fellowhip of the Ring' when I was 12, and I'm 21 now and I still haven't been more absorbed by a movie in the cinema and I doubt I ever will. The transition from the innocence and lightness of the Shire at the start to the dark epic of the quest later is nothing short of brilliant. I think 'Fellowship' is my favourite of the three, it goes through the most development and felt the most satisfying. The whole mines of Moria sequence is my standout moment of the entire trilogy. To the battle with the cave troll and the escape from the balrog, it is exhilarating, involving and most of all - emotional.

'The Two Towers' has the hardest task of being the middle film, but it more than rises to the challenge. It drops you straight into the action and doesn't hold up. The Rohan sequences are the best bits of the film, culminating in the battle of helms deep which to me is the most personal and intense battle of the trilogy. The creation of Gollum was revolutionary, through CGI and motion capture never has a computerised character seemed so real.

'The Return of the King' delivers the emotional finale we all hoped it would. I remember sitting in the cinema hearing all sorts of sobbing all around me during the climax on mount doom. There are so many stand-out moments in this movie but the one I will mention is the charge of the Rohirrim. This scene actually pushed me to tears on first viewing, not because it was sad but because it was so... awesome. I was so happy when this film won 11 Oscars, it more than deserved it, I was hoping it would win more than 11 but oh well.

Any gripes I have for the trilogy, would be the portrayal of its big bad Sauron, and considering that Sauron is the centre of 'The Lord of the Rings' this is definitely a problem. If there was one thing from the books that is unfilmable it is definitely Sauron. How do you portray a villain that hardly appears and any descriptions of him there are, are so vague and surreal? Is Sauron a big flaming eye or did he have a physical form? This is never made clear in the books and poses a big obstacle for film, where the audience needs to see their villain. Peter Jackson and co do the best they can with the material, and chose to literally portray Sauron as the big flaming eye. However this is not enough to satisfy, especially during the climax of 'Return of the King' where the dark lord is basically a lighthouse! The films make the mistake of bigging Sauron up through the films, and ultimately it fizzles out by the end which is a real shame.

As you can tell from what I have said, I love 'The Lord of the Rings', and I would say it is my favourite film of all time. No other film has moved me as much as this and given me so many different emotions from fear, to sadness to laughter. I honestly couldn't imagine anyone else playing the characters, it was if they were made for them. The actors all generally had a special relationship with one another and with Peter Jackson (just watch the extras), and that what you are watching on screen is genuine. It was almost to the point that the actors weren't working so hard out of professionalism but out of love and devotion to Mr.Jackson. Hardly any other films can claim they had this kind of magic behind the camera. Honourable mentions will be given to Ian Mckellen as Gandalf, Viggo Mortensen as Aragorn and Elijah Wood as Frodo, I felt these three literally became the characters they were playing, but of course there are countless others to mention but I don't have time. Howard Shore's score is possibly the best movie score ever, and the films would be nothing without it.

Ultimately say what you will hardcore Tolkien fans about the films, you cannot deny that they did so much for Tolkiens' greatest work and made it one of the most recognisable stories in the world. If you have somehow not seen these films, first of all slap yourself and secondly go buy the extended editions as these are the true versions of the films and include many great scenes that were cut - especially 'The Return of the King' which had many vital scenes cut aka. Saruman's last hoorah and Gandalf confronting the Witch King. Peter Jackson I salute you, and New Zealand!",sniffle_wiffle,2010-06-21
The Greatest Film Trilogy of All Time,"Every tale embarks us on a new journey, every journey eventually comes to its inevitable end. As for The Lord of the Rings, The Fellowship of the Ring turned out to be a genre-defining classic. The Two Towers somehow raised the bar to an even higher level. And although it did seem near- impossible for The Return of the King to triumph over such towering expectations but against all odds, this final journey of Middle-Earth delivers everything to bring J.R.R. Tolkien's legendary saga to an epic & magnificent conclusion.

The Lord of the Rings: The Return of the King is the culmination of the wonderful journey we embarked on with The Fellowship of the Ring & picks up the story right from where it was left off in The Two Towers. The story finds Frodo & Sam continuing their quest towards Mount Doom in order to destroy the One Ring while the rest of the fellowship prepares for their final battle as the dark lord Sauron turns his eye on Gondor. But in the end, it all comes down to Frodo & the One Ring to decide the final fate of Middle- Earth.

Directed by Peter Jackson, this remains his finest directional achievement & The Lord of the Rings as a whole is certainly his magnum opus. Making all films in a trilogy succeed on every scale is no mere achievement but to make the next instalment work better than its predecessor two times in a row is even rarer. And yet, Jackson manages to accomplish exactly that with his sweeping cinematic vision, stunning eye for detail & in-depth knowledge of balancing emotional storytelling with large-scale action entertainment.

The screenplay is cleverly adapted from the source material as many right choices were made in the decision of what to include & what to leave out from the final script. Fran Walsh also tries her hand at direction as the opening prologue is her creation. Being the final film in the trilogy, there's a sense of urgency in this chapter but it still ties up all the loose ends appropriately, gives proper farewells to its characters & delivers a high-quality entertainment of such epic proportions that fans couldn't have asked for a better finale.

Coming to the technical aspects, Production design adds even more amazing & meticulously detailed sets to its story, the dazzling cinematography further magnifies the visual presentation to make the cinematic experience even more magical and Howard Shore's epic score is filled with tracks that are truly imposing, beautiful & further expand the domain of its predecessors as the soundtrack of The Lord of the Rings remains the greatest work of his illustrious career.

VFX is once again its most groundbreaking feat, however, this time it isn't a slight advancement but a pretty huge leap. Everything that made its brief appearance in the first two chapters is fully explored in this finale plus the length, scope & magnitude of battle sequences it offers is second to none. Also, with better rendering of its CGI characters & stunning level of craftsmanship in costumes, make-up & sound, The Return of the King sets a new benchmark for visuals in cinema that remains unequaled, as of today, in the scope of how much it contributed to the film's art while elevating the whole story.

Despite running at 201 minutes, there were many things which got omitted from the theatrical cut & that's why the extended edition is more recommended. Also, many happen to criticize the last 45 minutes it takes to finally end but if you ever watch The Lord of the Rings in one sitting, then it'll make perfect sense to you because not only is it a reasonably enough time to recover the audience from what is an emotionally draining experience but also provides proper farewells that each one of its characters deserved.

Coming to the performances, The Fellowship of the Ring & The Two Towers introduced almost all characters we needed to be acquainted with & The Return of the King simply brings their arcs to completion. Unlike the previous two films in which Gandalf the Grey (Ian McKellen) & Gollum (Andy Serkis) turned out to be the most impressive characters, respectively, there is no single dominating performance in this chapter as its entire cast puts up a more mature on-screen portrayal of their respective characters & never really leaves anything major to complain about.

J.R.R. Tolkien's The Lord of the Rings is unanimously hailed by critics & readers alike as the greatest fantasy novel ever written & a milestone in the works of literature. And it's amazing that its film adaptation follows the same route in the world of cinema. It did catapult Peter Jackson into the big leagues of Hollywood while also setting up Weta Digital as one of the foremost VFX studios on the planet but where it made its biggest impact is on cinema itself for it changed everything there ever was about epic & fantasy filmmaking, is one of the most important films of the modern era & a landmark moment in the annals of cinema.

On an overall scale, The Return of the King is more than just a fitting conclusion to The Lord of the Rings. It triumphs as one of the greatest sequels ever made but along with The Fellowship of the Ring & The Two Towers, it also makes up for cinema's greatest motion picture trilogy that will not soon, if ever, find its equal. An unprecedented achievement in the world of filmmaking that's epic in every sense of the word, The Lord of the Rings, in some ways, is to cinema what its source material was to literature & it is destined to remain a standard by which all future film trilogies will be measured for decades to come.",cinemasauron,2013-10-05
"A 6/10, missing alot even as a film","This movie could really use an EE -- BADLY.  Characters are just picked up and discarded (Eomer, in particular), Eowyn's battle with the Witch King will, with luck, be expanded.  It was over before I knew it and the editing was shabby.  Too many oliphaunts and CGI, atrocious battle tactics on the part of the Rohirrim (sure, charge into a head of 10 story beasts even though we have bows and arrows and can shoot from a distance - sounds good!), meaningless inventions (Arwen's life tied to Ring, the Arwen ""to leave or not to leave"" flip flop, the Lembas Conspiracy, and that stupid Legolas-Oliphaunt trick), a limp confrontation scene with the king of the dead, no resolution to Saruman (the main bad guy of the first two films, if you've forgotten), and the worst hatchet job on an established fictional character (Denethor, Denethor, Denethor).  Horrible, horrible.  Plus a cheesy bed-jumping scene and coronation where the cheddar flowed in abundance.  It was a mess that I hope the EE will mend somewhat, but there's a lot to fix. A LOT.  A disappointing end to a trilogy that began with a masterpiece in FOTR.

On the plus side, David Wenham, Billy Boyd and Sean Astin.  They were brilliant and made it worth spending the money to see it once.  Their performances were true and heartfelt, though Faramir sadly dropped out of the picture because PJ unwisely cut the Houses of Healing sequence.

It's not worth the hype and I didn't think this once in a lifetime film event would end so sadly.",Servo-11,2004-01-06
Can I just say 'ouch'?,"I have been an avid LOTR fan for almost ten years now. I love love love love the books, but I really hated this movie.

What Jackson did (and I'm surprised Phillipa or Christopher didn't call him out on it) was cut all the really important ending bits for sake of having disgustingly overblown battle sequences that made me want to kill myself. An hour is too long to be in battle, in a movie, I'm sorry. The CGI was amazing, and the deaths were good and all, but it didn't really help the story along. All it did was sit there. And we aren't even going to get into how much I hate Orlando Bloom.

The fact that the scenes in the houses of healing were cut just pisses me off. Faramire and Eowyn deserved more than a glance during Aragorn's OMG SPIFFY coronation. They were the the link between Gondor and Rohan. They were actually quite major characters, and they were totally glossed over for the sake of some Oliphants falling over. Butchery? Yes, yes it is.

And the endings. The endings weren't long enough. I know what you're thinking, ""but... the ending dragged on and on with no sign of an end in sight until it actually ended"", but seriously folks, don't give me that BS unless you've read the books as many times as I have (if you have, then by all means, give me that BS many people have read them more times then I have, but those people would agree with me) when Peter Jackson decided to use his ""artistic"" license to completely forget about half of the stuff in the books, he cheated people out of some seriously amazing story telling. The scouring of the Shire is what the whole trilogy is supposed to be about. It's about how Frodo leaves hating how much the hobbits take for granted in life, and then coming back, and helping to save them from something they have never before had the displeasure of meeting, and that is slavery. And then when they won their freedom back, they loved their heroes, and they celebrated them, and they were happy again, and they (hopefully) wouldn't take so much for granted again in the future.

Okay, I'm getting myself upset, and I'll shut up. But seriously, all this movie is for is watching people run around and stab things. Not interesting to me.",kale854,2007-01-17
